,Country Code,Country Name,Type of Mortality,Gender,Diseas,Unit,Year,Mortality Rate
1674,EU27_2020,European Union - 27 countries (from 2020),Total,M,TOTAL,Rate,2017,345.12
1675,EU27_2020,European Union - 27 countries (from 2020),Total,M,TOTAL,Rate,2018,342.48
1676,EU27_2020,European Union - 27 countries (from 2020),Total,M,TOTAL,Rate,2019,332.59
1677,EU27_2020,European Union - 27 countries (from 2020),Total,M,TOTAL,Rate,2020,374.55
1678,EU27_2020,European Union - 27 countries (from 2020),Total,M,TOTAL,Rate,2021,401.03
1679,EU27_2020,European Union - 27 countries (from 2020),Total,M,TOTAL,Rate,2022,352.12
1680,EU28,European Union - 28 countries (2013-2020),Total,M,TOTAL,Rate,2012,374.66
1681,EU28,European Union - 28 countries (2013-2020),Total,M,TOTAL,Rate,2013,364.48
1682,EU28,European Union - 28 countries (2013-2020),Total,M,TOTAL,Rate,2014,352.07
1683,EU28,European Union - 28 countries (2013-2020),Total,M,TOTAL,Rate,2015,353.55
1684,EU28,European Union - 28 countries (2013-2020),Total,M,TOTAL,Rate,2016,345.31
1685,EU28,European Union - 28 countries (2013-2020),Total,M,TOTAL,Rate,2017,339.32
1686,FI,Finland,Total,M,TOTAL,Rate,2012,380.76
1687,FI,Finland,Total,M,TOTAL,Rate,2013,372.44
1688,FI,Finland,Total,M,TOTAL,Rate,2014,350.11
1689,FI,Finland,Total,M,TOTAL,Rate,2015,337.25
1690,FI,Finland,Total,M,TOTAL,Rate,2016,343.4
1691,FI,Finland,Total,M,TOTAL,Rate,2017,330.61
1692,FI,Finland,Total,M,TOTAL,Rate,2018,322.09
1693,FI,Finland,Total,M,TOTAL,Rate,2019,309.5
1694,FI,Finland,Total,M,TOTAL,Rate,2020,319.44
1695,FI,Finland,Total,M,TOTAL,Rate,2021,314.73
1696,FI,Finland,Total,M,TOTAL,Rate,2022,326.74
1697,FR,France,Total,M,TOTAL,Rate,2012,294.51
1698,FR,France,Total,M,TOTAL,Rate,2013,288.61
1699,FR,France,Total,M,TOTAL,Rate,2014,276.57
1700,FR,France,Total,M,TOTAL,Rate,2015,279.33
1701,FR,France,Total,M,TOTAL,Rate,2016,272.93
1702,FR,France,Total,M,TOTAL,Rate,2017,264.11
1703,FR,France,Total,M,TOTAL,Rate,2018,260.85
1704,FR,France,Total,M,TOTAL,Rate,2019,254.31
1705,FR,France,Total,M,TOTAL,Rate,2020,278.94
1706,FR,France,Total,M,TOTAL,Rate,2021,280.92
1707,FR,France,Total,M,TOTAL,Rate,2022,268.57
1708,HR,Croatia,Total,M,TOTAL,Rate,2012,598.45
1709,HR,Croatia,Total,M,TOTAL,Rate,2013,563.6
1710,HR,Croatia,Total,M,TOTAL,Rate,2014,557.67
1711,HR,Croatia,Total,M,TOTAL,Rate,2015,569.34
1712,HR,Croatia,Total,M,TOTAL,Rate,2016,543.85
1713,HR,Croatia,Total,M,TOTAL,Rate,2017,540.26
1714,HR,Croatia,Total,M,TOTAL,Rate,2018,544.78
1715,HR,Croatia,Total,M,TOTAL,Rate,2019,528.0
1716,HR,Croatia,Total,M,TOTAL,Rate,2020,579.21
1717,HR,Croatia,Total,M,TOTAL,Rate,2021,651.25
1718,HR,Croatia,Total,M,TOTAL,Rate,2022,562.8
1719,HU,Hungary,Total,M,TOTAL,Rate,2012,787.08
1720,HU,Hungary,Total,M,TOTAL,Rate,2013,744.78
1721,HU,Hungary,Total,M,TOTAL,Rate,2014,739.15
1722,HU,Hungary,Total,M,TOTAL,Rate,2015,737.58
1723,HU,Hungary,Total,M,TOTAL,Rate,2016,728.51
1724,HU,Hungary,Total,M,TOTAL,Rate,2017,728.56
1725,HU,Hungary,Total,M,TOTAL,Rate,2018,727.43
1726,HU,Hungary,Total,M,TOTAL,Rate,2019,701.02
1727,HU,Hungary,Total,M,TOTAL,Rate,2020,758.38
1728,HU,Hungary,Total,M,TOTAL,Rate,2021,910.27
1729,HU,Hungary,Total,M,TOTAL,Rate,2022,727.74
1730,IE,Ireland,Total,M,TOTAL,Rate,2012,310.16
1731,IE,Ireland,Total,M,TOTAL,Rate,2013,302.06
1732,IE,Ireland,Total,M,TOTAL,Rate,2014,287.1
1733,IE,Ireland,Total,M,TOTAL,Rate,2015,275.17
1734,IE,Ireland,Total,M,TOTAL,Rate,2016,268.04
1735,IE,Ireland,Total,M,TOTAL,Rate,2017,251.44
1736,IE,Ireland,Total,M,TOTAL,Rate,2018,258.66
1737,IE,Ireland,Total,M,TOTAL,Rate,2019,246.97
1738,IE,Ireland,Total,M,TOTAL,Rate,2020,261.71
1739,IE,Ireland,Total,M,TOTAL,Rate,2021,273.65
1740,IE,Ireland,Total,M,TOTAL,Rate,2022,251.18
1741,IS,Iceland,Total,M,TOTAL,Rate,2012,219.53
1742,IS,Iceland,Total,M,TOTAL,Rate,2013,231.37
1743,IS,Iceland,Total,M,TOTAL,Rate,2014,215.25
1744,IS,Iceland,Total,M,TOTAL,Rate,2015,219.78
1745,IS,Iceland,Total,M,TOTAL,Rate,2016,241.39
1746,IS,Iceland,Total,M,TOTAL,Rate,2017,234.89
1747,IS,Iceland,Total,M,TOTAL,Rate,2018,218.57
1748,IS,Iceland,Total,M,TOTAL,Rate,2019,185.35
1749,IS,Iceland,Total,M,TOTAL,Rate,2020,172.23
1750,IS,Iceland,Total,M,TOTAL,Rate,2021,201.0
1751,IS,Iceland,Total,M,TOTAL,Rate,2022,221.7
1752,IT,Italy,Total,M,TOTAL,Rate,2012,266.89
1753,IT,Italy,Total,M,TOTAL,Rate,2013,253.6
1754,IT,Italy,Total,M,TOTAL,Rate,2014,244.21
1755,IT,Italy,Total,M,TOTAL,Rate,2015,247.6
1756,IT,Italy,Total,M,TOTAL,Rate,2016,235.91
1757,IT,Italy,Total,M,TOTAL,Rate,2017,232.22
1758,IT,Italy,Total,M,TOTAL,Rate,2018,224.46
1759,IT,Italy,Total,M,TOTAL,Rate,2019,217.75
1760,IT,Italy,Total,M,TOTAL,Rate,2020,266.29
1761,IT,Italy,Total,M,TOTAL,Rate,2021,255.67
1762,IT,Italy,Total,M,TOTAL,Rate,2022,232.83
1763,LI,Liechtenstein,Total,M,TOTAL,Rate,2012,244.43
1764,LI,Liechtenstein,Total,M,TOTAL,Rate,2013,224.94
1765,LI,Liechtenstein,Total,M,TOTAL,Rate,2014,170.93
1766,LI,Liechtenstein,Total,M,TOTAL,Rate,2015,201.14
1767,LI,Liechtenstein,Total,M,TOTAL,Rate,2016,172.76
1768,LI,Liechtenstein,Total,M,TOTAL,Rate,2017,212.33
1769,LI,Liechtenstein,Total,M,TOTAL,Rate,2018,200.43
1770,LI,Liechtenstein,Total,M,TOTAL,Rate,2019,191.38
1771,LI,Liechtenstein,Total,M,TOTAL,Rate,2020,238.88
1772,LI,Liechtenstein,Total,M,TOTAL,Rate,2021,208.38
1773,LI,Liechtenstein,Total,M,TOTAL,Rate,2022,179.46
1774,LT,Lithuania,Total,M,TOTAL,Rate,2012,959.66
1775,LT,Lithuania,Total,M,TOTAL,Rate,2013,942.67
1776,LT,Lithuania,Total,M,TOTAL,Rate,2014,886.22
1777,LT,Lithuania,Total,M,TOTAL,Rate,2015,904.78
1778,LT,Lithuania,Total,M,TOTAL,Rate,2016,882.02
1779,LT,Lithuania,Total,M,TOTAL,Rate,2017,795.15
1780,LT,Lithuania,Total,M,TOTAL,Rate,2018,775.61
1781,LT,Lithuania,Total,M,TOTAL,Rate,2019,745.58
1782,LT,Lithuania,Total,M,TOTAL,Rate,2020,869.38
1783,LT,Lithuania,Total,M,TOTAL,Rate,2021,908.37
1784,LT,Lithuania,Total,M,TOTAL,Rate,2022,776.8
1785,LU,Luxembourg,Total,M,TOTAL,Rate,2012,300.93
1786,LU,Luxembourg,Total,M,TOTAL,Rate,2013,295.49
1787,LU,Luxembourg,Total,M,TOTAL,Rate,2014,287.21
1788,LU,Luxembourg,Total,M,TOTAL,Rate,2015,255.24
1789,LU,Luxembourg,Total,M,TOTAL,Rate,2016,272.12
1790,LU,Luxembourg,Total,M,TOTAL,Rate,2017,260.28
1791,LU,Luxembourg,Total,M,TOTAL,Rate,2018,260.74
1792,LU,Luxembourg,Total,M,TOTAL,Rate,2019,233.53
1793,LU,Luxembourg,Total,M,TOTAL,Rate,2020,254.52
1794,LU,Luxembourg,Total,M,TOTAL,Rate,2021,237.77
1795,LU,Luxembourg,Total,M,TOTAL,Rate,2022,230.01
1796,LV,Latvia,Total,M,TOTAL,Rate,2012,947.94
1797,LV,Latvia,Total,M,TOTAL,Rate,2013,913.63
1798,LV,Latvia,Total,M,TOTAL,Rate,2014,898.72
1799,LV,Latvia,Total,M,TOTAL,Rate,2015,862.47
1800,LV,Latvia,Total,M,TOTAL,Rate,2016,852.59
1801,LV,Latvia,Total,M,TOTAL,Rate,2017,838.14
1802,LV,Latvia,Total,M,TOTAL,Rate,2018,821.22
1803,LV,Latvia,Total,M,TOTAL,Rate,2019,760.87
1804,LV,Latvia,Total,M,TOTAL,Rate,2020,801.33
1805,LV,Latvia,Total,M,TOTAL,Rate,2021,1000.63
1806,LV,Latvia,Total,M,TOTAL,Rate,2022,855.0
1807,MT,Malta,Total,M,TOTAL,Rate,2012,316.3
1808,MT,Malta,Total,M,TOTAL,Rate,2013,281.59
1809,MT,Malta,Total,M,TOTAL,Rate,2014,290.17
1810,MT,Malta,Total,M,TOTAL,Rate,2015,263.05
1811,MT,Malta,Total,M,TOTAL,Rate,2016,256.2
1812,MT,Malta,Total,M,TOTAL,Rate,2017,262.39
1813,MT,Malta,Total,M,TOTAL,Rate,2018,273.33
1814,MT,Malta,Total,M,TOTAL,Rate,2019,239.71
1815,MT,Malta,Total,M,TOTAL,Rate,2020,274.75
1816,MT,Malta,Total,M,TOTAL,Rate,2021,278.75
1817,MT,Malta,Total,M,TOTAL,Rate,2022,271.38
1818,NL,Netherlands,Total,M,TOTAL,Rate,2012,259.76
1819,NL,Netherlands,Total,M,TOTAL,Rate,2013,251.37
1820,NL,Netherlands,Total,M,TOTAL,Rate,2014,236.86
1821,NL,Netherlands,Total,M,TOTAL,Rate,2015,241.49
1822,NL,Netherlands,Total,M,TOTAL,Rate,2016,235.83
1823,NL,Netherlands,Total,M,TOTAL,Rate,2017,227.14
1824,NL,Netherlands,Total,M,TOTAL,Rate,2018,225.49
1825,NL,Netherlands,Total,M,TOTAL,Rate,2019,212.54
1826,NL,Netherlands,Total,M,TOTAL,Rate,2020,236.41
1827,NL,Netherlands,Total,M,TOTAL,Rate,2021,241.56
1828,NL,Netherlands,Total,M,TOTAL,Rate,2022,222.03
1829,NO,Norway,Total,M,TOTAL,Rate,2012,262.32
1830,NO,Norway,Total,M,TOTAL,Rate,2013,254.72
1831,NO,Norway,Total,M,TOTAL,Rate,2014,239.64
1832,NO,Norway,Total,M,TOTAL,Rate,2015,238.49
1833,NO,Norway,Total,M,TOTAL,Rate,2016,233.54
1834,NO,Norway,Total,M,TOTAL,Rate,2017,215.89
1835,NO,Norway,Total,M,TOTAL,Rate,2018,215.76
1836,NO,Norway,Total,M,TOTAL,Rate,2019,206.21
1837,NO,Norway,Total,M,TOTAL,Rate,2020,206.73
1838,NO,Norway,Total,M,TOTAL,Rate,2021,205.73
1839,NO,Norway,Total,M,TOTAL,Rate,2022,216.48
1840,PL,Poland,Total,M,TOTAL,Rate,2012,575.98
1841,PL,Poland,Total,M,TOTAL,Rate,2013,554.85
1842,PL,Poland,Total,M,TOTAL,Rate,2014,519.66
1843,PL,Poland,Total,M,TOTAL,Rate,2015,516.44
1844,PL,Poland,Total,M,TOTAL,Rate,2016,508.51
1845,PL,Poland,Total,M,TOTAL,Rate,2017,509.28
1846,PL,Poland,Total,M,TOTAL,Rate,2018,514.84
1847,PL,Poland,Total,M,TOTAL,Rate,2019,509.93
1848,PL,Poland,Total,M,TOTAL,Rate,2020,612.32
1849,PL,Poland,Total,M,TOTAL,Rate,2021,693.79
1850,PL,Poland,Total,M,TOTAL,Rate,2022,556.68
1851,PT,Portugal,Total,M,TOTAL,Rate,2012,343.31
1852,PT,Portugal,Total,M,TOTAL,Rate,2013,337.46
1853,PT,Portugal,Total,M,TOTAL,Rate,2014,342.55
1854,PT,Portugal,Total,M,TOTAL,Rate,2015,332.62
1855,PT,Portugal,Total,M,TOTAL,Rate,2016,334.89
1856,PT,Portugal,Total,M,TOTAL,Rate,2017,324.09
1857,PT,Portugal,Total,M,TOTAL,Rate,2018,328.21
1858,PT,Portugal,Total,M,TOTAL,Rate,2019,315.47
1859,PT,Portugal,Total,M,TOTAL,Rate,2020,333.25
1860,PT,Portugal,Total,M,TOTAL,Rate,2021,337.66
1861,PT,Portugal,Total,M,TOTAL,Rate,2022,309.63
1862,RO,Romania,Total,M,TOTAL,Rate,2012,781.93
1863,RO,Romania,Total,M,TOTAL,Rate,2013,748.2
1864,RO,Romania,Total,M,TOTAL,Rate,2014,747.62
1865,RO,Romania,Total,M,TOTAL,Rate,2015,747.02
1866,RO,Romania,Total,M,TOTAL,Rate,2016,739.15
1867,RO,Romania,Total,M,TOTAL,Rate,2017,732.77
1868,RO,Romania,Total,M,TOTAL,Rate,2018,746.0
1869,RO,Romania,Total,M,TOTAL,Rate,2019,730.59
1870,RO,Romania,Total,M,TOTAL,Rate,2020,856.49
1871,RO,Romania,Total,M,TOTAL,Rate,2021,977.48
1872,RO,Romania,Total,M,TOTAL,Rate,2022,763.94
1873,RS,Serbia,Total,M,TOTAL,Rate,2012,564.36
1874,RS,Serbia,Total,M,TOTAL,Rate,2013,548.88
1875,RS,Serbia,Total,M,TOTAL,Rate,2014,538.66
1876,RS,Serbia,Total,M,TOTAL,Rate,2015,556.09
1877,RS,Serbia,Total,M,TOTAL,Rate,2016,545.36
1878,RS,Serbia,Total,M,TOTAL,Rate,2017,540.4
1879,RS,Serbia,Total,M,TOTAL,Rate,2018,529.27
1880,RS,Serbia,Total,M,TOTAL,Rate,2019,538.23
1881,RS,Serbia,Total,M,TOTAL,Rate,2020,667.41
1882,RS,Serbia,Total,M,TOTAL,Rate,2021,793.97
1883,RS,Serbia,Total,M,TOTAL,Rate,2022,582.38
1884,SE,Sweden,Total,M,TOTAL,Rate,2012,248.48
1885,SE,Sweden,Total,M,TOTAL,Rate,2013,247.44
1886,SE,Sweden,Total,M,TOTAL,Rate,2014,237.3
1887,SE,Sweden,Total,M,TOTAL,Rate,2015,238.85
1888,SE,Sweden,Total,M,TOTAL,Rate,2016,230.75
1889,SE,Sweden,Total,M,TOTAL,Rate,2017,223.15
1890,SE,Sweden,Total,M,TOTAL,Rate,2018,222.11
1891,SE,Sweden,Total,M,TOTAL,Rate,2019,206.14
1892,SE,Sweden,Total,M,TOTAL,Rate,2020,230.49
1893,SE,Sweden,Total,M,TOTAL,Rate,2021,219.74
1894,SE,Sweden,Total,M,TOTAL,Rate,2022,206.44
1895,SI,Slovenia,Total,M,TOTAL,Rate,2012,423.69
1896,SI,Slovenia,Total,M,TOTAL,Rate,2013,425.69
1897,SI,Slovenia,Total,M,TOTAL,Rate,2014,397.92
1898,SI,Slovenia,Total,M,TOTAL,Rate,2015,405.52
1899,SI,Slovenia,Total,M,TOTAL,Rate,2016,382.33
1900,SI,Slovenia,Total,M,TOTAL,Rate,2017,374.43
1901,SI,Slovenia,Total,M,TOTAL,Rate,2018,355.39
1902,SI,Slovenia,Total,M,TOTAL,Rate,2019,346.06
1903,SI,Slovenia,Total,M,TOTAL,Rate,2020,378.08
1904,SI,Slovenia,Total,M,TOTAL,Rate,2021,393.92
1905,SI,Slovenia,Total,M,TOTAL,Rate,2022,352.08
1906,SK,Slovakia,Total,M,TOTAL,Rate,2012,684.49
1907,SK,Slovakia,Total,M,TOTAL,Rate,2013,662.48
1908,SK,Slovakia,Total,M,TOTAL,Rate,2014,627.44
1909,SK,Slovakia,Total,M,TOTAL,Rate,2015,645.16
1910,SK,Slovakia,Total,M,TOTAL,Rate,2016,607.45
1911,SK,Slovakia,Total,M,TOTAL,Rate,2017,603.11
1912,SK,Slovakia,Total,M,TOTAL,Rate,2018,595.12
1913,SK,Slovakia,Total,M,TOTAL,Rate,2019,580.8
1914,SK,Slovakia,Total,M,TOTAL,Rate,2020,630.95
1915,SK,Slovakia,Total,M,TOTAL,Rate,2021,835.43
1916,SK,Slovakia,Total,M,TOTAL,Rate,2022,615.18
1917,TR,Türkiye,Total,M,TOTAL,Rate,2012,398.97
1918,TR,Türkiye,Total,M,TOTAL,Rate,2013,457.77
1919,TR,Türkiye,Total,M,TOTAL,Rate,2014,449.74
1920,TR,Türkiye,Total,M,TOTAL,Rate,2015,440.74
1921,TR,Türkiye,Total,M,TOTAL,Rate,2016,446.18
1922,TR,Türkiye,Total,M,TOTAL,Rate,2017,431.43
1923,TR,Türkiye,Total,M,TOTAL,Rate,2018,417.09
1924,TR,Türkiye,Total,M,TOTAL,Rate,2019,388.97
1925,TR,Türkiye,Total,M,TOTAL,Rate,2020,492.89
1926,TR,Türkiye,Total,M,TOTAL,Rate,2021,518.67
1927,TR,Türkiye,Total,M,TOTAL,Rate,2022,421.93
1928,UK,United Kingdom,Total,M,TOTAL,Rate,2012,308.61
1929,UK,United Kingdom,Total,M,TOTAL,Rate,2013,305.11
1930,UK,United Kingdom,Total,M,TOTAL,Rate,2014,297.75
1931,UK,United Kingdom,Total,M,TOTAL,Rate,2015,301.04
1932,UK,United Kingdom,Total,M,TOTAL,Rate,2016,301.27
1933,UK,United Kingdom,Total,M,TOTAL,Rate,2017,298.53
1934,UK,United Kingdom,Total,M,TOTAL,Rate,2018,293.68
1935,AT,Austria,Total,T,TOTAL,Rate,2012,250.84
1936,AT,Austria,Total,T,TOTAL,Rate,2013,245.13
1937,AT,Austria,Total,T,TOTAL,Rate,2014,240.9
1938,AT,Austria,Total,T,TOTAL,Rate,2015,245.81
1939,AT,Austria,Total,T,TOTAL,Rate,2016,238.86
1940,AT,Austria,Total,T,TOTAL,Rate,2017,233.26
1941,AT,Austria,Total,T,TOTAL,Rate,2018,232.25
1942,AT,Austria,Total,T,TOTAL,Rate,2019,225.13
1943,AT,Austria,Total,T,TOTAL,Rate,2020,235.44
1944,AT,Austria,Total,T,TOTAL,Rate,2021,244.51
1945,AT,Austria,Total,T,TOTAL,Rate,2022,232.48
1946,BE,Belgium,Total,T,TOTAL,Rate,2012,252.95
1947,BE,Belgium,Total,T,TOTAL,Rate,2013,249.36
1948,BE,Belgium,Total,T,TOTAL,Rate,2014,236.33
1949,BE,Belgium,Total,T,TOTAL,Rate,2015,234.68
1950,BE,Belgium,Total,T,TOTAL,Rate,2016,226.38
1951,BE,Belgium,Total,T,TOTAL,Rate,2017,220.71
1952,BE,Belgium,Total,T,TOTAL,Rate,2018,216.61
1953,BE,Belgium,Total,T,TOTAL,Rate,2019,208.13
1954,BE,Belgium,Total,T,TOTAL,Rate,2020,239.84
1955,BE,Belgium,Total,T,TOTAL,Rate,2021,225.69
1956,BE,Belgium,Total,T,TOTAL,Rate,2022,214.47
1957,BG,Bulgaria,Total,T,TOTAL,Rate,2012,442.59
1958,BG,Bulgaria,Total,T,TOTAL,Rate,2013,431.63
1959,BG,Bulgaria,Total,T,TOTAL,Rate,2014,444.78
1960,BG,Bulgaria,Total,T,TOTAL,Rate,2015,442.26
1961,BG,Bulgaria,Total,T,TOTAL,Rate,2016,426.5
1962,BG,Bulgaria,Total,T,TOTAL,Rate,2017,422.07
1963,BG,Bulgaria,Total,T,TOTAL,Rate,2018,414.57
1964,BG,Bulgaria,Total,T,TOTAL,Rate,2019,419.87
1965,BG,Bulgaria,Total,T,TOTAL,Rate,2020,529.44
1966,BG,Bulgaria,Total,T,TOTAL,Rate,2021,685.06
1967,BG,Bulgaria,Total,T,TOTAL,Rate,2022,470.7
1968,CH,Switzerland,Total,T,TOTAL,Rate,2012,182.15
1969,CH,Switzerland,Total,T,TOTAL,Rate,2013,179.14
1970,CH,Switzerland,Total,T,TOTAL,Rate,2014,172.11
1971,CH,Switzerland,Total,T,TOTAL,Rate,2015,172.39
1972,CH,Switzerland,Total,T,TOTAL,Rate,2016,163.88
1973,CH,Switzerland,Total,T,TOTAL,Rate,2017,161.38
1974,CH,Switzerland,Total,T,TOTAL,Rate,2018,160.04
1975,CH,Switzerland,Total,T,TOTAL,Rate,2019,153.89
1976,CH,Switzerland,Total,T,TOTAL,Rate,2020,164.86
1977,CH,Switzerland,Total,T,TOTAL,Rate,2021,161.28
1978,CH,Switzerland,Total,T,TOTAL,Rate,2022,153.39
1979,CY,Cyprus,Total,T,TOTAL,Rate,2012,196.93
1980,CY,Cyprus,Total,T,TOTAL,Rate,2013,182.29
1981,CY,Cyprus,Total,T,TOTAL,Rate,2014,182.0
1982,CY,Cyprus,Total,T,TOTAL,Rate,2015,189.74
1983,CY,Cyprus,Total,T,TOTAL,Rate,2016,171.15
1984,CY,Cyprus,Total,T,TOTAL,Rate,2017,185.41
1985,CY,Cyprus,Total,T,TOTAL,Rate,2018,182.73
1986,CY,Cyprus,Total,T,TOTAL,Rate,2019,176.9
1987,CY,Cyprus,Total,T,TOTAL,Rate,2020,183.26
1988,CY,Cyprus,Total,T,TOTAL,Rate,2021,217.87
1989,CY,Cyprus,Total,T,TOTAL,Rate,2022,193.95
1990,CZ,Czechia,Total,T,TOTAL,Rate,2012,364.9
1991,CZ,Czechia,Total,T,TOTAL,Rate,2013,362.66
1992,CZ,Czechia,Total,T,TOTAL,Rate,2014,336.57
1993,CZ,Czechia,Total,T,TOTAL,Rate,2015,341.89
1994,CZ,Czechia,Total,T,TOTAL,Rate,2016,323.26
1995,CZ,Czechia,Total,T,TOTAL,Rate,2017,324.18
1996,CZ,Czechia,Total,T,TOTAL,Rate,2018,319.3
1997,CZ,Czechia,Total,T,TOTAL,Rate,2019,308.64
1998,CZ,Czechia,Total,T,TOTAL,Rate,2020,341.24
1999,CZ,Czechia,Total,T,TOTAL,Rate,2021,411.77
2000,CZ,Czechia,Total,T,TOTAL,Rate,2022,308.63
2001,DE,Germany,Total,T,TOTAL,Rate,2012,252.8
2002,DE,Germany,Total,T,TOTAL,Rate,2013,253.78
2003,DE,Germany,Total,T,TOTAL,Rate,2014,243.34
2004,DE,Germany,Total,T,TOTAL,Rate,2015,249.22
2005,DE,Germany,Total,T,TOTAL,Rate,2016,244.56
2006,DE,Germany,Total,T,TOTAL,Rate,2017,241.05
2007,DE,Germany,Total,T,TOTAL,Rate,2018,241.0
2008,DE,Germany,Total,T,TOTAL,Rate,2019,231.41
2009,DE,Germany,Total,T,TOTAL,Rate,2020,238.07
2010,DE,Germany,Total,T,TOTAL,Rate,2021,252.54
2011,DE,Germany,Total,T,TOTAL,Rate,2022,248.81
2012,DK,Denmark,Total,T,TOTAL,Rate,2012,269.53
2013,DK,Denmark,Total,T,TOTAL,Rate,2013,252.94
2014,DK,Denmark,Total,T,TOTAL,Rate,2014,251.22
2015,DK,Denmark,Total,T,TOTAL,Rate,2015,242.02
2016,DK,Denmark,Total,T,TOTAL,Rate,2016,236.78
2017,DK,Denmark,Total,T,TOTAL,Rate,2017,229.93
2018,DK,Denmark,Total,T,TOTAL,Rate,2018,224.96
2019,DK,Denmark,Total,T,TOTAL,Rate,2019,217.43
2020,DK,Denmark,Total,T,TOTAL,Rate,2020,209.32
2021,DK,Denmark,Total,T,TOTAL,Rate,2021,213.18
2022,DK,Denmark,Total,T,TOTAL,Rate,2022,211.22
2023,EE,Estonia,Total,T,TOTAL,Rate,2012,466.27
2024,EE,Estonia,Total,T,TOTAL,Rate,2013,436.0
2025,EE,Estonia,Total,T,TOTAL,Rate,2014,432.35
2026,EE,Estonia,Total,T,TOTAL,Rate,2015,418.95
2027,EE,Estonia,Total,T,TOTAL,Rate,2016,405.36
2028,EE,Estonia,Total,T,TOTAL,Rate,2017,383.86
2029,EE,Estonia,Total,T,TOTAL,Rate,2018,386.47
2030,EE,Estonia,Total,T,TOTAL,Rate,2019,363.52
2031,EE,Estonia,Total,T,TOTAL,Rate,2020,375.65
2032,EE,Estonia,Total,T,TOTAL,Rate,2021,440.29
2033,EE,Estonia,Total,T,TOTAL,Rate,2022,392.88
2034,EL,Greece,Total,T,TOTAL,Rate,2012,247.36
2035,EL,Greece,Total,T,TOTAL,Rate,2013,240.91
2036,EL,Greece,Total,T,TOTAL,Rate,2014,236.86
2037,EL,Greece,Total,T,TOTAL,Rate,2015,241.8
2038,EL,Greece,Total,T,TOTAL,Rate,2016,236.31
2039,EL,Greece,Total,T,TOTAL,Rate,2017,235.6
2040,EL,Greece,Total,T,TOTAL,Rate,2018,228.61
2041,EL,Greece,Total,T,TOTAL,Rate,2019,231.12
2042,EL,Greece,Total,T,TOTAL,Rate,2020,245.27
2043,EL,Greece,Total,T,TOTAL,Rate,2021,290.44
2044,EL,Greece,Total,T,TOTAL,Rate,2022,251.71
2045,ES,Spain,Total,T,TOTAL,Rate,2012,198.27
2046,ES,Spain,Total,T,TOTAL,Rate,2013,193.81
2047,ES,Spain,Total,T,TOTAL,Rate,2014,188.6
2048,ES,Spain,Total,T,TOTAL,Rate,2015,187.73
2049,ES,Spain,Total,T,TOTAL,Rate,2016,184.65
2050,ES,Spain,Total,T,TOTAL,Rate,2017,181.38
2051,ES,Spain,Total,T,TOTAL,Rate,2018,178.01
2052,ES,Spain,Total,T,TOTAL,Rate,2019,172.59
2053,ES,Spain,Total,T,TOTAL,Rate,2020,205.59
2054,ES,Spain,Total,T,TOTAL,Rate,2021,194.98
2055,ES,Spain,Total,T,TOTAL,Rate,2022,186.47
2056,EU27_2020,European Union - 27 countries (from 2020),Total,T,TOTAL,Rate,2012,276.75
2057,EU27_2020,European Union - 27 countries (from 2020),Total,T,TOTAL,Rate,2013,269.66
2058,EU27_2020,European Union - 27 countries (from 2020),Total,T,TOTAL,Rate,2014,260.65
2059,EU27_2020,European Union - 27 countries (from 2020),Total,T,TOTAL,Rate,2015,262.14
2060,EU27_2020,European Union - 27 countries (from 2020),Total,T,TOTAL,Rate,2016,255.64
2061,EU27_2020,European Union - 27 countries (from 2020),Total,T,TOTAL,Rate,2017,252.09
2062,EU27_2020,European Union - 27 countries (from 2020),Total,T,TOTAL,Rate,2018,249.88
2063,EU27_2020,European Union - 27 countries (from 2020),Total,T,TOTAL,Rate,2019,243.16
2064,EU27_2020,European Union - 27 countries (from 2020),Total,T,TOTAL,Rate,2020,271.62
2065,EU27_2020,European Union - 27 countries (from 2020),Total,T,TOTAL,Rate,2021,294.1
2066,EU27_2020,European Union - 27 countries (from 2020),Total,T,TOTAL,Rate,2022,257.84
2067,EU28,European Union - 28 countries (2013-2020),Total,T,TOTAL,Rate,2012,273.39
2068,EU28,European Union - 28 countries (2013-2020),Total,T,TOTAL,Rate,2013,266.66
2069,EU28,European Union - 28 countries (2013-2020),Total,T,TOTAL,Rate,2014,258.25
2070,EU28,European Union - 28 countries (2013-2020),Total,T,TOTAL,Rate,2015,259.85
2071,EU28,European Union - 28 countries (2013-2020),Total,T,TOTAL,Rate,2016,254.32
2072,EU28,European Union - 28 countries (2013-2020),Total,T,TOTAL,Rate,2017,250.75
2073,FI,Finland,Total,T,TOTAL,Rate,2012,267.92
2074,FI,Finland,Total,T,TOTAL,Rate,2013,259.75
2075,FI,Finland,Total,T,TOTAL,Rate,2014,246.23
2076,FI,Finland,Total,T,TOTAL,Rate,2015,238.15
2077,FI,Finland,Total,T,TOTAL,Rate,2016,242.82
2078,FI,Finland,Total,T,TOTAL,Rate,2017,236.59
2079,FI,Finland,Total,T,TOTAL,Rate,2018,230.22
2080,FI,Finland,Total,T,TOTAL,Rate,2019,222.82
2081,FI,Finland,Total,T,TOTAL,Rate,2020,228.61
2082,FI,Finland,Total,T,TOTAL,Rate,2021,226.18
2083,FI,Finland,Total,T,TOTAL,Rate,2022,236.87
